id,category,difficulty,sorun,prompt,answers,correct,explanation
offline_7053,Dîrok,4,answers,Di çarçoveya Dîrokê de 'Barzani Hareketi' tê çi wateyê?,Irak rejimi tarafından idam edilen Kürt kadın aktivist | 19. yüzyılda özerklik mücadelesi veren Kürt emiri | Selahaddin Eyyubi tarafından kurulan büyük devlet | Güney Kürdistan'da uzun yıllar süren ulusal hareket,Güney Kürdistan'da uzun yıllar süren ulusal hareket,'Barzani Hareketi' → Güney Kürdistan'da uzun yıllar süren ulusal hareket.
offline_7058,Dîrok,2,answers,Li jêr kîjan têgiha 'Mezopotamya' rave dike?,Latin alfabesiyle basılan ilk Kürtçe dergi | 1946'da kurulan ilk kısa ömürlü Kürt devleti | Soran emirliğinin kör lakaplı güçlü lideri | Dicle ve Fırat çevresindeki tarihsel bölge,Dicle ve Fırat çevresindeki tarihsel bölge,'Mezopotamya' → Dicle ve Fırat çevresindeki tarihsel bölge.
offline_7066,Dîrok,4,answers,'Dersim 1937' bi kîjan aliyê xwe ve tê nasîn?,Irak'ta kendini Kürdistan kralı ilan eden lider | Kürdistan gazetesini çıkaran ilk Kürt gazeteci | Dersim bölgesinde yaşanan askeri harekat ve kriz | 1988'de Kürtlere karşı yapılan kimyasal saldırı,Dersim bölgesinde yaşanan askeri harekat ve kriz,'Dersim 1937': Dersim bölgesinde yaşanan askeri harekat ve kriz.
offline_7091,Dîrok,5,answers,'Mikdat Mithat Bedirxan' di qada dîrokê de têgeheke rast û naskirî ye.,Rast | Şaş,Rast,'Mikdat Mithat Bedirxan' Dîrok alanında geçerli bir kavramdır.
offline_7097,Dîrok,4,answers,'Mîrê Kor' ji aliyê Dîrokê ve biwêjek bêwate ye.,Rast | Şaş,Şaş,'Mîrê Kor' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_7118,Dîrok,3,answers,'Yerleşik yaşam' sernavek rast e ku beşek ji zanîna dîrokê ye.,Rast | Şaş,Rast,'Yerleşik yaşam' Dîrok alanında geçerli bir kavramdır.
offline_7135,Dîrok,1,answers,Ji bo 'Cizre' pênaseya derbasdar kîjan e?,Irak rejimi tarafından idam edilen Kürt kadın aktivist | Diyarbakır'ın antik çağdaki tarihi ismi ve kalesi | Botan emirliğinin ve tarihsel kültürün beşiği olan şehir | 1927-1930 yılları arasında Ağrı dağı çevresindeki direniş,Botan emirliğinin ve tarihsel kültürün beşiği olan şehir,'Cizre' → Botan emirliğinin ve tarihsel kültürün beşiği olan şehir.
offline_7145,Dîrok,3,answers,'Şeyh Said' di mijara dîrokê de çi vedibêje?,Ravanduz merkezli askeri güç biriktiren beylik | Irak rejimi tarafından Kürtlere yönelik soykırım | 1925 yılında Kürt hakları için isyan eden lider | Kürt coğrafyasını dört devlete bölen antlaşma,1925 yılında Kürt hakları için isyan eden lider,'Şeyh Said': 1925 yılında Kürt hakları için isyan eden lider.
offline_7151,Dîrok,3,prompt+answers,'Baban Emirliği' bi awayekî rast çawa tê ravekirin?,1946'da kurulan ilk kısa ömürlü Kürt devleti | Döneminden kalan belge veya nesne (birincil kaynak) | Dicle ve Fırat çevresindeki tarihsel bölge | Süleymaniye merkezli güçlü Kürt prensliği,Süleymaniye merkezli güçlü Kürt prensliği,'Baban Emirliği' → Süleymaniye merkezli güçlü Kürt prensliği.
offline_7163,Dîrok,2,answers,Di zanîna Dîrokê de derbarê 'Şeyh Said' de ya rast kîjan e?,Osmanlı döneminde özerk kalmış Kürt hükümdarlığı | 1925 yılında Kürt hakları için isyan eden lider | Osmanlı ve Safevi sınırını belirleyen antlaşma | Merkezî yönetime bağlanmış / tasfiye edilmiş yapı,1925 yılında Kürt hakları için isyan eden lider,'Şeyh Said': 1925 yılında Kürt hakları için isyan eden lider.
offline_7196,Dîrok,4,answers,Di xebatên dîrokê de 'Barzani hareketi' yek ji mijaran e.,Rast | Şaş,Rast,'Barzani hareketi' Dîrok alanında geçerli bir kavramdır.
offline_7201,Dîrok,5,answers,'Celadet Bedirxan' wek kî tê naskirin?,Süleymaniye merkezli güçlü Kürt prensliği | Soran emirliğinin kör lakaplı güçlü lideri | Kürt örf adetlerini derleyen ilk araştırmacı | Kürt alfabesini geliştiren yayıncı ve aydın,Kürt alfabesini geliştiren yayıncı ve aydın,'Celadet Bedirxan': Kürt alfabesini geliştiren yayıncı ve aydın.
offline_7210,Dîrok,3,answers,Kîjan kesê/a 'Mîrê Kor' rast dide nasîn?,Soran emirliğinin kör lakaplı güçlü lideri | Döneminden kalan belge veya nesne (birincil kaynak) | Van gölü güneyinde hüküm sürmüş Kürt beyliği | Kürt alfabesini geliştiren yayıncı ve aydın,Soran emirliğinin kör lakaplı güçlü lideri,'Mîrê Kor': Soran emirliğinin kör lakaplı güçlü lideri.
offline_7222,Dîrok,4,answers,Di xebatên dîrokê de 'Jiyan gazetesi' yek ji mijaran e.,Rast | Şaş,Rast,'Jiyan gazetesi' Dîrok alanında geçerli bir kavramdır.
offline_7223,Dîrok,3,prompt+answers,Ji bo 'Kasr-ı Şirin Antlaşması' ravekirina herî dirust kîjan e?,Osmanlı ve Safevi sınırını belirleyen antlaşma | Irak'ta kendini Kürdistan kralı ilan eden lider | Kürt coğrafyasını dört devlete bölen antlaşma | Merkezî yönetime bağlanmış / tasfiye edilmiş yapı,Osmanlı ve Safevi sınırını belirleyen antlaşma,'Kasr-ı Şirin Antlaşması' → Osmanlı ve Safevi sınırını belirleyen antlaşma.
offline_7227,Dîrok,4,prompt+answers,Ji bo 'Halepçe katliamı' pênaseya derbasdar kîjan e?,19. yüzyılda özerklik mücadelesi veren Kürt emiri | 1927-1930 yılları arasında Ağrı dağı çevresindeki direniş | 1988'de Kürtlere karşı yapılan kimyasal saldırı | Fiili özerk yönetim ve sonrasında KRG kurumlaşması,1988'de Kürtlere karşı yapılan kimyasal saldırı,'Halepçe katliamı' → 1988'de Kürtlere karşı yapılan kimyasal saldırı.
offline_7228,Dîrok,5,answers,Biwêja 'Amida' di çarçoveya Dîrokê de watedar e.,Rast | Şaş,Rast,'Amida' Dîrok alanında geçerli bir kavramdır.
offline_7230,Dîrok,4,prompt+answers,Di qada dîrokê de 'Soran emirliği' nayê zanîn û nayê bikaranîn.,Rast | Şaş,Şaş,'Soran emirliği' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_7242,Dîrok,2,prompt+answers,Li jêr kîjan têgiha 'Lozan Antlaşması' rave dike?,Van gölü güneyinde hüküm sürmüş Kürt beyliği | Şeref Han tarafından yazılan Kürt tarihi eseri | Kürt coğrafyasını dört devlete bölen antlaşma | Merkezî yönetime bağlanmış / tasfiye edilmiş yapı,Kürt coğrafyasını dört devlete bölen antlaşma,'Lozan Antlaşması' → Kürt coğrafyasını dört devlete bölen antlaşma.
offline_7247,Dîrok,2,answers,Li jêr ji bo 'Şengal' kîjan rast e?,Êzidî Kürtlerin tarihsel yerleşim bölgesi ve kalesi | Selahaddin Eyyubi tarafından kurulan büyük devlet | Fiili özerk yönetim ve sonrasında KRG kurumlaşması | Süleymaniye'de basılan erken dönem Kürtçe gazete,Êzidî Kürtlerin tarihsel yerleşim bölgesi ve kalesi,'Şengal' → Êzidî Kürtlerin tarihsel yerleşim bölgesi ve kalesi.
offline_7249,Dîrok,3,answers,Di dîrokê de 'Şeyh Mahmud Berzenci' kî ye?,Irak'ta kendini Kürdistan kralı ilan eden lider | 1988'de Kürtlere karşı yapılan kimyasal saldırı | Irak rejimi tarafından Kürtlere yönelik soykırım | Kürdistan gazetesini çıkaran ilk Kürt gazeteci,Irak'ta kendini Kürdistan kralı ilan eden lider,'Şeyh Mahmud Berzenci': Irak'ta kendini Kürdistan kralı ilan eden lider.
offline_7257,Dîrok,3,answers,Di qada Dîrokê de 'Qazi Muhammed' çi îfade dike?,Süleymaniye merkezli güçlü Kürt prensliği | Mahabad Kürt Cumhuriyeti'nin cumhurbaşkanı | Kürt alfabesini geliştiren yayıncı ve aydın | Van gölü güneyinde hüküm sürmüş Kürt beyliği,Mahabad Kürt Cumhuriyeti'nin cumhurbaşkanı,'Qazi Muhammed': Mahabad Kürt Cumhuriyeti'nin cumhurbaşkanı.
offline_7260,Dîrok,2,prompt+answers,Îfadeya ku têgiha 'Lozan Antlaşması' rast vedibêje kîjan e?,Osmanlı ve Safevi sınırını belirleyen antlaşma | Diyarbakır merkezli ortaçağ Kürt hanedanlığı | 1988'de Kürtlere karşı yapılan kimyasal saldırı | Kürt coğrafyasını dört devlete bölen antlaşma,Kürt coğrafyasını dört devlete bölen antlaşma,'Lozan Antlaşması' → Kürt coğrafyasını dört devlete bölen antlaşma.
offline_7293,Dîrok,2,prompt+answers,'Ağrı İsyanları' bi kîjan aliyê xwe ve tê nasîn?,Diyarbakır'ın antik çağdaki tarihi ismi ve kalesi | 1927-1930 yılları arasında Ağrı dağı çevresindeki direniş | Botan emirliğinin ve tarihsel kültürün beşiği olan şehir | Irak rejimi tarafından idam edilen Kürt kadın aktivist,1927-1930 yılları arasında Ağrı dağı çevresindeki direniş,'Ağrı İsyanları': 1927-1930 yılları arasında Ağrı dağı çevresindeki direniş.
offline_7300,Dîrok,3,answers,Li jêr ji bo 'Mela Mahmude Bayazidi' kîjan rast e?,Döneminden kalan belge veya nesne (birincil kaynak) | Merkezî yönetime bağlanmış / tasfiye edilmiş yapı | Kürt örf adetlerini derleyen ilk araştırmacı | Osmanlı ve Safevi sınırını belirleyen antlaşma,Kürt örf adetlerini derleyen ilk araştırmacı,'Mela Mahmude Bayazidi': Kürt örf adetlerini derleyen ilk araştırmacı.
offline_7312,Dîrok,1,answers,Derbarê 'Şeyh Mahmud Berzenci' de agahiya rast kîjan e?,Irak'ta kendini Kürdistan kralı ilan eden lider | Diyarbakır'ın antik çağdaki tarihi ismi ve kalesi | Osmanlı döneminde özerk kalmış Kürt hükümdarlığı | Merkezî yönetime bağlanmış / tasfiye edilmiş yapı,Irak'ta kendini Kürdistan kralı ilan eden lider,'Şeyh Mahmud Berzenci': Irak'ta kendini Kürdistan kralı ilan eden lider.
offline_7316,Dîrok,4,answers,'Mezopotamya' bi tevahî li derveyî zanîna dîrokê ye.,Rast | Şaş,Şaş,'Mezopotamya' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_7326,Dîrok,1,answers,'Mahabad Cumhuriyeti' bi tevahî li derveyî zanîna dîrokê ye.,Rast | Şaş,Şaş,'Mahabad Cumhuriyeti' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_7333,Dîrok,4,answers,Di xebatên dîrokê de 'Dersim 1937' qet nayê bikaranîn.,Rast | Şaş,Şaş,'Dersim 1937' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_7334,Dîrok,1,answers,Têgiha 'Barzani Hareketi' çi pêk tîne?,Hoybun cemiyeti adına askeri liderlik yapan subay | Irak rejimi tarafından Kürtlere yönelik soykırım | Osmanlı'da 1847'de kurulan kısa süreli idari eyalet | Güney Kürdistan'da uzun yıllar süren ulusal hareket,Güney Kürdistan'da uzun yıllar süren ulusal hareket,'Barzani Hareketi' → Güney Kürdistan'da uzun yıllar süren ulusal hareket.
offline_7335,Dîrok,2,answers,Derbarê 'Ehmedê Xanî' de agahiya rast kîjan e?,Kürdistan gazetesini çıkaran ilk Kürt gazeteci | 17. yüzyılda Kürt aydınlanma fikrini yazan şair | Dersim bölgesinde yaşanan askeri harekat ve kriz | Kürt coğrafyasını dört devlete bölen antlaşma,17. yüzyılda Kürt aydınlanma fikrini yazan şair,'Ehmedê Xanî': 17. yüzyılda Kürt aydınlanma fikrini yazan şair.
offline_7351,Dîrok,1,answers,Kîjan kesê/a 'Şeyh Said' rast dide nasîn?,Irak rejimi tarafından Kürtlere yönelik soykırım | tanıklık ve anlatılarla geçmişi anlama yöntemi | 1925 yılında Kürt hakları için isyan eden lider | Osmanlı ve Safevi sınırını belirleyen antlaşma,1925 yılında Kürt hakları için isyan eden lider,'Şeyh Said': 1925 yılında Kürt hakları için isyan eden lider.
offline_7360,Dîrok,1,prompt+answers,Ji bo 'Soran Emirliği' ravekirina herî dirust kîjan e?,Merkezî yönetime bağlanmış / tasfiye edilmiş yapı | Ravanduz merkezli askeri güç biriktiren beylik | Diyarbakır merkezli ortaçağ Kürt hanedanlığı | Irak'ta kendini Kürdistan kralı ilan eden lider,Ravanduz merkezli askeri güç biriktiren beylik,'Soran Emirliği' → Ravanduz merkezli askeri güç biriktiren beylik.
offline_7372,Dîrok,3,answers,Ji aliyê Dîrokê ve ji bo 'Mervaniler' îfadeya rast kîjan e?,Osmanlı ve Safevi sınırını belirleyen antlaşma | Kürt alfabesini geliştiren yayıncı ve aydın | Osmanlı ve Kaçar merkezileşme politikaları | Diyarbakır merkezli ortaçağ Kürt hanedanlığı,Diyarbakır merkezli ortaçağ Kürt hanedanlığı,'Mervaniler' → Diyarbakır merkezli ortaçağ Kürt hanedanlığı.
offline_7383,Dîrok,1,answers,Kîjan li gorî pênaseya 'Mahabad Cumhuriyeti' ye?,Kürt örf adetlerini derleyen ilk araştırmacı | 1946'da kurulan ilk kısa ömürlü Kürt devleti | Osmanlı ve Safevi sınırını belirleyen antlaşma | Döneminden kalan belge veya nesne (birincil kaynak),1946'da kurulan ilk kısa ömürlü Kürt devleti,'Mahabad Cumhuriyeti' → 1946'da kurulan ilk kısa ömürlü Kürt devleti.
offline_7386,Dîrok,3,answers,Di xebatên dîrokê de 'Sözlü tarih' yek ji mijaran e.,Rast | Şaş,Rast,'Sözlü tarih' Dîrok alanında geçerli bir kavramdır.
offline_7388,Dîrok,4,answers,'Şerefname' di qada dîrokê de têgeheke rast û naskirî ye.,Rast | Şaş,Rast,'Şerefname' Dîrok alanında geçerli bir kavramdır.
offline_7394,Dîrok,3,prompt+answers,Kîjan pênase bi 'Koçgiri İsyanı' re li hev tê?,Van gölü güneyinde hüküm sürmüş Kürt beyliği | Kürt alfabesini geliştiren yayıncı ve aydın | 1921'de Sivas yöresinde gelişen Kürt hareketi | 1925 yılında Kürt hakları için isyan eden lider,1921'de Sivas yöresinde gelişen Kürt hareketi,'Koçgiri İsyanı' → 1921'de Sivas yöresinde gelişen Kürt hareketi.
offline_7400,Dîrok,2,prompt+answers,Di qada dîrokê de 'Med i̇mparatorluğu' wek têgeheke derbasdar cih digire.,Rast | Şaş,Rast,'Med i̇mparatorluğu' Dîrok alanında geçerli bir kavramdır.
offline_7417,Dîrok,1,answers,'tarihsel yorum' çi îfade dike?,"Mısır, Suriye ve çevresi | Batı İran / Zagros çevresi | kanıtlardan anlam çıkarma | Azerbaycan/Tebriz çevresi",kanıtlardan anlam çıkarma,'tarihsel yorum' → kanıtlardan anlam çıkarma.
offline_7428,Dîrok,4,answers,Di çarçoveya dîrokê de mijareke bi navê 'İhsan Nuri Paşa' tune ye.,Rast | Şaş,Şaş,'İhsan Nuri Paşa' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_7443,Dîrok,3,answers,'Eyyubiler' çawa tê pênasekirin?,17. yüzyılda Kürt aydınlanma fikrini yazan şair | Süleymaniye'de basılan erken dönem Kürtçe gazete | Fiili özerk yönetim ve sonrasında KRG kurumlaşması | Selahaddin Eyyubi tarafından kurulan büyük devlet,Selahaddin Eyyubi tarafından kurulan büyük devlet,'Eyyubiler' → Selahaddin Eyyubi tarafından kurulan büyük devlet.
offline_7451,Dîrok,4,prompt+answers,Di çarçoveya Dîrokê de 'Ağrı İsyanları' çawa divê bê fêmkirin?,19. yüzyılda özerklik mücadelesi veren Kürt emiri | 1927-1930 yılları arasında Ağrı dağı çevresindeki direniş | Irak rejimi tarafından Kürtlere yönelik soykırım | Irak rejimi tarafından idam edilen Kürt kadın aktivist,1927-1930 yılları arasında Ağrı dağı çevresindeki direniş,'Ağrı İsyanları': 1927-1930 yılları arasında Ağrı dağı çevresindeki direniş.
offline_7465,Dîrok,1,prompt+answers,'Ağrı İsyanları' di qada dîrokê de têgeheke çêkirî ye.,Rast | Şaş,Şaş,'Ağrı İsyanları' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_7474,Dîrok,1,answers,Berambera rast a biwêja 'sözlü tarih' kîjan e?,tanıklık ve anlatılarla geçmişi anlama yöntemi | Merkezî yönetime bağlanmış / tasfiye edilmiş yapı | Diyarbakır merkezli ortaçağ Kürt hanedanlığı | Şeref Han tarafından yazılan Kürt tarihi eseri,tanıklık ve anlatılarla geçmişi anlama yöntemi,'sözlü tarih' → tanıklık ve anlatılarla geçmişi anlama yöntemi.
offline_7480,Dîrok,1,answers,Kîjan vebijêrk tê wateya 'Cizre'?,Selahaddin Eyyubi tarafından kurulan büyük devlet | Botan emirliğinin ve tarihsel kültürün beşiği olan şehir | Irak rejimi tarafından Kürtlere yönelik soykırım | Irak rejimi tarafından idam edilen Kürt kadın aktivist,Botan emirliğinin ve tarihsel kültürün beşiği olan şehir,'Cizre' → Botan emirliğinin ve tarihsel kültürün beşiği olan şehir.
offline_7483,Dîrok,1,answers,'Qazi Muhammed' kimdir?,Döneminden kalan belge veya nesne (birincil kaynak) | Diyarbakır merkezli ortaçağ Kürt hanedanlığı | Mahabad Kürt Cumhuriyeti'nin cumhurbaşkanı | Soran emirliğinin kör lakaplı güçlü lideri,Mahabad Kürt Cumhuriyeti'nin cumhurbaşkanı,'Qazi Muhammed': Mahabad Kürt Cumhuriyeti'nin cumhurbaşkanı.
offline_7497,Dîrok,2,answers,'Mustafa Barzani' bi kîjan aliyê xwe ve tê nasîn?,Osmanlı'da 1847'de kurulan kısa süreli idari eyalet | Osmanlı döneminde özerk kalmış Kürt hükümdarlığı | Süleymaniye'de basılan erken dönem Kürtçe gazete | Kürt hareketinin efsanevi askeri ve siyasi lideri,Kürt hareketinin efsanevi askeri ve siyasi lideri,'Mustafa Barzani': Kürt hareketinin efsanevi askeri ve siyasi lideri.
offline_7507,Dîrok,3,answers,'göç' çawa tê pênasekirin?,Zulme karşı özgürlük ve direnişi | bölgeler arası alışveriş güzergahı | Cizre merkezli önemli Kürt beyliği | toplulukların yer değiştirmesi,toplulukların yer değiştirmesi,'göç' → toplulukların yer değiştirmesi.
offline_7524,Dîrok,2,prompt+answers,'Lozan Antlaşması' sernavek rast e ku beşek ji zanîna dîrokê ye.,Rast | Şaş,Rast,'Lozan Antlaşması' Dîrok alanında geçerli bir kavramdır.
offline_7527,Dîrok,1,answers,'Amida' di mijara dîrokê de çi vedibêje?,Diyarbakır'ın antik çağdaki tarihi ismi ve kalesi | Irak rejimi tarafından Kürtlere yönelik soykırım | Kürt hareketinin efsanevi askeri ve siyasi lideri | Osmanlı'da 1847'de kurulan kısa süreli idari eyalet,Diyarbakır'ın antik çağdaki tarihi ismi ve kalesi,'Amida' → Diyarbakır'ın antik çağdaki tarihi ismi ve kalesi.
offline_7528,Dîrok,2,answers,Kîjan kesê/a 'Kürdistan Eyaleti' rast dide nasîn?,Osmanlı'da 1847'de kurulan kısa süreli idari eyalet | Hoybun cemiyeti adına askeri liderlik yapan subay | Süleymaniye'de basılan erken dönem Kürtçe gazete | 19. yüzyılda özerklik mücadelesi veren Kürt emiri,Osmanlı'da 1847'de kurulan kısa süreli idari eyalet,'Kürdistan Eyaleti': Osmanlı'da 1847'de kurulan kısa süreli idari eyalet.
offline_7560,Dîrok,2,answers,Biwêja 'ticaret yolu' di çarçoveya Dîrokê de watedar e.,Rast | Şaş,Rast,'ticaret yolu' Dîrok alanında geçerli bir kavramdır.
