candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,source_entity,translation_status,editorial_status,controlled_disposition,controlled_note
opentdb_remaining_0145,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,What is the name of the 2016 mixtape released by Venezuelan electronic producer Arca?,Entrañas,&&&&&&,Sheep,Xen,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0146,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,What is not a wind instrument?,Viola,Oboe,Trombone,Duduk,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0147,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Who is the founder and leader of industrial rock band, 'Nine Inch Nails'?",Trent Reznor,Marilyn Manson,Robin Finck,Josh Homme,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0148,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"In the words of his 1973 song, Bob Dylan is ""knock, knock, knockin"" on which door?",Heaven's,Opportunity's,Angie's,Eileen's,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0149,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,"Who is a pioneer of ""Minimal Music"" in 1960s?",Steve Reich,Wolfgang Amadeus Mozart,Brian Eno,Sigur Rós,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0150,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,Which Death Grips album is the only one to feature a band member?,No Love Deep Web,Bottomless Pit,The Money Store,The Powers That B,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0151,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,"Who played ""Charlie Price"" in the musical ""Kinky Boots"" on Broadway in New York from May 26th - Aug 6th 2017?",Brendon Urie,Ed Sheeren,Tom Cruise,Dallon Weekes,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0152,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,"In Macbeth, the eyes of what animals were used in the Witches' cauldron?",Newts,Humans,Sharks,Squids,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0153,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"In Jeff Wayne's Musical Version of War of the Worlds, the chances of anything coming from Mars are...",A million to one,A billion to one,A trillion to one,A hundred to one,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0154,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,easy,What is Jean ValJean's first prisoner number?,24601,9430,1729,32769,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0155,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,What was George Bizet's last opera?,Carmen,Don Rodrigue,Grisélidis,Les pêcheurs de perles,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0156,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,In which Shakespearean play will you find the suicide of Ophelia?,Hamlet,Macbeth,Othello,King Lear,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0157,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,Who serves as the speaker of the prologue in Shakespeare's Romeo and Juliet?,Chorus,Montague,Refrain,Capulet,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0158,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"The musical ""Dirty Rotten Scoundrels"" is set in what country?",France,USA,Germany,Sweden,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0159,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,easy,"""Doctor Who"" star David Tennant performed in a rendition of which Shakespearean play?",Hamlet,The Tempest,Othello,The Taming of the Shrew,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0160,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,Which musical has won the most Tony awards?,The Producers,Hamilton,Chicago,Phantom of the Opera,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0161,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"Who is the musical director for the award winning musical ""Hamilton""?",Alex Lacamoire,Lin-Manuel Miranda,Renee Elise-Goldberry,Leslie Odom Jr.,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0162,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,"In Les Misérables, who is Prison Code 24601?",Jean Valjean,Marius Pontmercy,Javert,Jean Claude Van Damme,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0163,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"When was the play ""Macbeth"" written?",1606,1605,1723,1628,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0164,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,Which of the following is not a piece from the 1950's musical West Side Story?,The Back Alley,Maria,Tonight,Mambo,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0165,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,Who wrote the lyrics for Leonard Bernstein's 1957 Brodway musical West Side Story?,Stephen Sondheim,Himself,Oscar Hammerstein,Richard Rodgers,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0166,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,"After England, more Shakespeare plays are set in this present day country than in any other.",Italy,United States,Greece,France,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0167,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"What play is the quote ""Hell is other people"" from?",No Exit,The Devil and the Good Lord,The Condemned of Altona,The Flies,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0168,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,"Which actor has NOT portrayed Billy Flynn in the musical ""Chicago""?",Christopher Walken,David Hasselhoff,Jerry Springer,Patrick Swayze,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0169,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"The Andrew Lloyd Webber musical ""Cats"" is based off a book of poems written by which author?",T.S. Elliot,Andrew Lloyd Webber,Emily Dickenson,Robert Frost,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0170,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,Which of these plays was famously first performed posthumously after the playwright committed suicide?,4.48 Psychosis,Hamilton,Much Ado About Nothing,The Birthday Party,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0171,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"The World Chess Championship in Chess, Act 1 is set in which Italian city?",Merano,Venice,Milan,Rome,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0172,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,Which of these musicals won the Tony Award for Best Musical?,Rent,The Color Purple,American Idiot,Newsies,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0173,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,easy,Which Shakespeare play inspired the musical 'West Side Story'?,Romeo & Juliet,Hamlet,Macbeth,Othello,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0174,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,easy,"In Shakespeare's play Julius Caesar, Caesar's last words were...","Et tu, Brute? ",Iacta alea est!,"Vidi, vini, vici.",Aegri somnia vana.,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0175,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,easy,"Who wrote the award winning musical ""In The Heights""?",Lin-Manuel Miranda,Steven Sondheim,Francis Scott Key,John Phillips Sousa,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0176,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,easy,"In Two and a Half Men, what is Alan Harper's son's name?",Jake,John,Jeremy,James,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0177,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,easy,"In ""Star Trek: Voyager"", which episode did Voyager establish real-time communication with Starfleet Headquarters?",Pathfinder,Message In A Bottle,Someone To Watch Over Me,Counterpoint,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0178,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,medium,"What is the setting of the show ""Parks and Recreation""?","Pawnee, Indiana","Eagleton, Indiana","Pasadena, California","London, England",A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0179,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,medium,"In ""The Simpsons"", what is the real name of ""Comic Book Guy""?",Jeff Albertson,Comic Book Guy,Edward Stone,Jack Richardson,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0180,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,medium,"""The A Team"" first aired in the USA and in the UK in what year?",1983,1981,1985,1987,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0181,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,medium,Cesar Romero played which iconic Batman villain from the 1960's TV show?,The Joker,The Penguin,The Riddler,Mr. Freeze,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0182,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,medium,"What is the name of the inspector in the series ""On the Buses""?",Blakey,Harper,Naily,Gally,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0183,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,easy,What was the name of the teenage witch played by Melisa Joan Hart who lives with her witch aunts Hilda and Zelda?,Sabrina,Hermione,Dorothy,Dahlia,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0184,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,hard,"Which PBS station was the first station to air ""Monty Python's Flying Circus"" (1969-1974) in the United States?",KERA (Dallas-Fort Worth),KLCS (Los Angeles),WETA (Washington D.C.),WNET (New York City),A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0185,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,medium,Which British writer wrote for both Doctor Who and Sherlock?,Steven Moffatt,Phil Ford,Russell T Davies,Toby Whithouse,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0186,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,medium,This composer worked on the 2003 TV series Battlestar Galatica.,Bear McCreary,Ramin Djawadi,Jeremy Soule,Harry Gregson-Williams,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0187,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,easy,"On the NBC show Community, whose catch-phrase was ""Pop! Pop!""?",Magnitude,Star Burns,Leonard,Senoir Chang,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0188,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,medium,"What is the name of the ""Flash"" and ""Arrow"" spinoff featuring a team of characters that have appeared on both shows?",Legends of Tomorrow,Heroes of Tomorrow,The Justice Society of America,The Justice Society,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0189,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,easy,"What was the name of the police officer in the cartoon ""Top Cat""?",Dibble,Barbrady,Mahoney,Murphy,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0190,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,medium,"In which year did the British television series ""The Bill"" end?",2010,2001,2007,2012,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0191,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Television,hard,"In season one of the US Kitchen Nightmares, Gordan Ramsay tried to save 10 different restaurants. How many ended up closing afterwards?",9,6,3,0,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
