id,category,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,is_approved,question_type,image_url,source_url
offline_6820,Çand,ku-kmr,'sersal' kavramı hakkında yapılan araştırmalarda hangisi vurgulanır?,Halkın direnişini ve özgürlük umudunu,geleneksel kadın oyunları veya dansları,halay başının elinde salladığı mendil,Kürt halk takviminde yılbaşı kutlaması,D,'sersal' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6821,Çand,ku-kmr,Aşağıdakilerden hangisi 'kelaş' kavramının modern bağlamda kullanımıdır?,hunermendê ku kilaman ji ber dibêje,el yapımı geleneksel Kürt ayakkabısı,"Bahar, yenilenme ve özgürlük/direniş",geleneksel çobanlık ve doğa bilgisi,B,'kelaş' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_6822,Çand,ku-kmr,Aşağıdaki seçeneklerden hangisi 'serzêr' kavramını tanımlar?,yiyecek taşımak için dokunan torba,geleneksel çobanlık ve doğa bilgisi,koç katımı ve hayvancılık şenliği,düğünlerde geline takılan altınlar,D,'serzêr' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_6823,Çand,ku-kmr,Aşağıdakilerden hangisi 'kilim motifleri' kavramının en uygun açıklamasıdır?,masallardaki altın saray motifi,düğün ve kutlama ile ilişkilidir,Dinî ilahi/sözlü kutsal metinler,kültürel sembol ve renk hafızası,D,'kilim motifleri' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_6824,Çand,ku-kmr,'qazîn' kavramı hakkında yapılan araştırmalarda hangisi vurgulanır?,geleneksel kadın oyunları veya dansları,Kültürel aidiyet ve coğrafi hafızayı,Tavuk ve pirinçle yapılan geleneksel yemek,Tarih boyunca dağlık coğrafyada yaşamayla,A,'qazîn' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6825,Çand,ku-kmr,'Çand' alanında 'tûtik' konusunun yeri nedir?,toplumsal bağları güçlendirme,geleneksel kaval benzeri çalgı,Sözlü/ezbere aktarılan anlatıya,göçer yaşam tarzı ve dans ritmi,B,'tûtik' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_6826,Çand,ku-kmr,'Çand' bağlamında 'govend' tamamen uydurma bir terimdir.,Rast,Şaş,-,-,B,'govend' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_6827,Çand,ku-kmr,'Çand' araştırmalarında 'bayramlaşma' neyi açıklar?,sözlü gelenek ile ilişkilidir,toplumsal bağları güçlendirme,sac üzerinde pişirilen ekmek,geleneksel erkek giyim takımı,B,'bayramlaşma' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_6828,Çand,ku-kmr,'Çand' bağlamında 'pêncşem' tamamen uydurma bir terimdir.,Rast,Şaş,-,-,B,'pêncşem' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_6829,Çand,ku-kmr,Aşağıdaki terimlerden hangisi 'tûtik' ile yakın bir anlama sahiptir?,"Sığınak, özgürlük ve direnişi",Sözlü/ezbere aktarılan anlatıya,göçer yaşam tarzı ve dans ritmi,geleneksel kaval benzeri çalgı,D,'tûtik' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_6830,Çand,ku-kmr,Gelişmiş çand teorilerinde 'govendên herêmî' kavramına sıkça başvurulur.,Rast,Şaş,-,-,A,'govendên herêmî' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,true_false,,zankurd_seed_rich_v2
offline_6831,Çand,ku-kmr,'Qazîn' terimi çand kavramsal çerçevesinde yer alır.,Rast,Şaş,-,-,A,'qazîn' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_6832,Çand,ku-kmr,'shivaniyeti' kavramı hakkında yapılan araştırmalarda hangisi vurgulanır?,Çîrok (masal) ve kilam/stran (ezgi),yiyecek taşımak için dokunan torba,geleneksel çobanlık ve doğa bilgisi,göçebe Kürt aşiretlerinin barınağı,C,'shivaniyeti' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6833,Çand,ku-kmr,'Çand' alanında 'kelaş' konusunun yeri nedir?,el yapımı geleneksel Kürt ayakkabısı,geleneksel Kürt yeleği veya giysisi,Halkın direnişini ve özgürlük umudunu,geleneksel hasat ve bereket şenliği,A,'kelaş' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_6834,Çand,ku-kmr,Geleneksel çand birikiminde 'şevbêrk' kavramının izlerine rastlanır.,Rast,Şaş,-,-,A,'şevbêrk' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_6835,Çand,ku-kmr,'Çand' alanında 'qutik' konusunun yeri nedir?,geleneksel Kürt yeleği veya giysisi,Zulme karşı direniş ve yeniden doğuş,düğünlerde geline takılan altınlar,göçebe Kürt aşiretlerinin barınağı,A,'qutik' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_6836,Çand,ku-kmr,Aşağıdakilerden hangisi 'heftegiyan' kavramının taşıdığı temel anlamlardan biridir?,sofra kültürü ile ilişkilidir,sac üzerinde pişirilen ekmek,geleneksel yedi tahıllı çorba,kimlik ve bölgesel çeşitlilik,C,'heftegiyan' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_6837,Çand,ku-kmr,'Şîlan' terimi modern çand literatüründe kullanılmaz.,Rast,Şaş,-,-,B,'şîlan' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,1,true,true_false,,zankurd_seed_rich_v2
offline_6838,Çand,ku-kmr,'Çand' alanında 'şax' konusunun yeri nedir?,şırnak yöresine ait geleneksel dans,göçebe Kürt aşiretlerinin barınağı,Kültürel aidiyet ve coğrafi hafızayı,geleneksel çobanlık ve doğa bilgisi,A,'şax' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_6839,Çand,ku-kmr,Çand bağlamında 'beranberdan' sadece teknik veya önemsiz bir detaydır.,Rast,Şaş,-,-,B,'beranberdan' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_6840,Çand,ku-kmr,'shivaniyeti' kavramı çand açısından neyi ifade eder?,yabani gül ve bitkisel çay geleneği,geleneksel çobanlık ve doğa bilgisi,Zulme karşı direniş ve yeniden doğuş,Ekşili/etli sebze yemeği veya yahni,B,'shivaniyeti' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_6841,Çand,ku-kmr,'reşmal' hakkında verilen bilgilerden hangisi en doğrudur?,Resmi arşivlerde görünmeyen deneyimleri ve hafızayı kaydedebildiği için,"Dil, kültür, yayıncılık, dayanışma ve kimlik aktarımı",Dağlık iklimde mevsimsel dayanıklılık ve gıda güvenliği sağladığı için,'siyah keçi kılından yapılan çadır' ile doğrudan ilişkilidir.,D,'reşmal' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_6842,Çand,ku-kmr,'Çand' araştırmalarında 'sêpê' neyi açıklar?,masallardaki altın saray motifi,üç ayaklı geleneksel halk dansı,kuşaktan kuşağa aktarılan anlatı,gündelik kültür ile ilişkilidir,B,'sêpê' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_6843,Çand,ku-kmr,'helase' kavramı hakkında yapılan araştırmalarda hangisi vurgulanır?,Kültürel aidiyet ve coğrafi hafızayı,Ekşili/etli sebze yemeği veya yahni,geleneksel Kürt yeleği veya giysisi,geleneksel hasat ve bereket şenliği,D,'helase' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6844,Çand,ku-kmr,Aşağıdakilerden hangisi 'şal û şapik' kavramının taşıdığı temel anlamlardan biridir?,Müzik ve ritüel/ezgi geleneği,geleneksel erkek giyim takımı,Sırayla kilam/anlatı söylerdi,geleneksel yedi tahıllı çorba,B,'şal û şapik' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_6845,Çand,ku-kmr,Geleneksel çand birikiminde 'heftegiyan' kavramının izlerine rastlanır.,Rast,Şaş,-,-,A,'heftegiyan' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_6846,Çand,ku-kmr,Geleneksel çand birikiminde 'tûtik' kavramının izlerine rastlanır.,Rast,Şaş,-,-,A,'tûtik' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_6847,Çand,ku-kmr,'şîlan' hakkında verilen bilgilerden hangisi en doğrudur?,Kadın dengbêjler de geleneğin bir parçasıdır,"Sosyal örgütlenme, güvenlik, üretim ve siyasal ilişki ağı","Gündelik yaşam, motif ve yerel estetik bilgisini taşıdığı için",'yabani gül ve bitkisel çay geleneği' ile doğrudan ilişkilidir.,D,'şîlan' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_6848,Çand,ku-kmr,'Govendên herêmî' terimi çand kavramsal çerçevesinde yer alır.,Rast,Şaş,-,-,A,'govendên herêmî' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_6849,Çand,ku-kmr,Aşağıdakilerden hangisi 'yerel kıyafetler' teriminin doğru tanımıdır?,kimlik ve bölgesel çeşitlilik,Müzik ve ritüel/ezgi geleneği,Doğanın canlanışı ve bereket,sofra kültürü ile ilişkilidir,A,'yerel kıyafetler' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_6850,Çand,ku-kmr,'kilim motifleri' denildiğinde çand açısından ne anlaşılmalıdır?,düğün ve kutlama ile ilişkilidir,kültürel sembol ve renk hafızası,gündelik kültür ile ilişkilidir,geleneksel ziyaret ve anma günü,B,'kilim motifleri' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6851,Çand,ku-kmr,'fistan' hakkında verilen bilgilerden hangisi en doğrudur?,Farklı halkların eşitlik ve barış içinde ortak yaşamını,Birlik ve dayanışmayla oynanan toplu dansı,'geleneksel kadın giysisi' ile doğrudan ilişkilidir.,kış gecelerinde yapılan sohbet toplantıları,C,'fistan' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_6852,Çand,ku-kmr,'sînan' kavramı hakkında yapılan araştırmalarda hangisi vurgulanır?,kilamên evînê yên gelêrî,Dil ve kültürel haklar,Köy odaları ve dîwanlar,geleneksel taş işçiliği,D,'sînan' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6853,Çand,ku-kmr,"'bayramlaşma' kavramı, toplumsal bilinç ve çand açısından neyi ifade eder?",toplumsal bağları güçlendirme,geleneksel erkek giyim takımı,Doğanın canlanışı ve bereket,sözlü kültür ile ilişkilidir,A,'bayramlaşma' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_6854,Çand,ku-kmr,'nanê sêlê' kavramı hakkında yapılan araştırmalarda hangisi vurgulanır?,geleneksel erkek giyim takımı,sözlü gelenek ile ilişkilidir,sac üzerinde pişirilen ekmek,Renkli geleneksel kıyafetler,C,'nanê sêlê' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6855,Çand,ku-kmr,Aşağıdakilerden hangisi 'qazîn' kavramının temel niteliğidir?,"Renkli, katmanlı uzun elbiseler (kras)",geleneksel kadın oyunları veya dansları,Tavuk ve pirinçle yapılan geleneksel yemek,Kültürel aidiyet ve coğrafi hafızayı,B,'qazîn' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6856,Çand,ku-kmr,'tûrik' teriminin çand bağlamındaki karşılığı nedir?,yabani gül ve bitkisel çay geleneği,geleneksel hasat ve bereket şenliği,yiyecek taşımak için dokunan torba,göçebe Kürt aşiretlerinin barınağı,C,'tûrik' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_6857,Çand,ku-kmr,Aşağıdakilerden hangisi 'hewran' kavramının en uygun açıklamasıdır?,sözlü kültür ile ilişkilidir,Renkli geleneksel kıyafetler,Topluluk ve aile bağlarını,geleneksel kıl çadır yapımı,D,'hewran' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_6858,Çand,ku-kmr,'Çand' araştırmalarında 'beranberdan' neyi açıklar?,koç katımı ve hayvancılık şenliği,göçebe Kürt aşiretlerinin barınağı,yaşanmış ilginç olayların anlatımı,müzisyenlere bahşiş atma geleneği,A,'beranberdan' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_6859,Çand,ku-kmr,'Koçerî' kavramı Çand alanıyla doğrudan ilişkilidir.,Rast,Şaş,-,-,A,'koçerî' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_6860,Çand,ku-kmr,'Sêpê' kavramı Çand çalışmalarında önemli bir başlık olarak kabul edilir.,Rast,Şaş,-,-,A,'sêpê' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_6861,Çand,ku-kmr,'Yerel kıyafetler' kavramı tarihsel süreçte çand gelişimine katkı sağlamıştır.,Rast,Şaş,-,-,A,'yerel kıyafetler' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_6862,Çand,ku-kmr,"'Şabaş', çand araştırmalarında geçerli bir kavramdır.",Rast,Şaş,-,-,A,'şabaş' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,true_false,,zankurd_seed_rich_v2
offline_6863,Çand,ku-kmr,Aşağıdakilerden hangisi 'reşmal' ile ilgili temel kavramlardan biridir?,geleneksel ziyaret ve anma günü,siyah keçi kılından yapılan çadır,kuşaktan kuşağa aktarılan anlatı,Melek Tavus ve ışık/güneş motifi,B,'reşmal' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_6864,Çand,ku-kmr,'Nanê sêlê' kavramının çand ile hiçbir bağı bulunmamaktadır.,Rast,Şaş,-,-,B,'nanê sêlê' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_6865,Çand,ku-kmr,'zembîlfiroş' denildiğinde çand açısından ne anlaşılmalıdır?,lehengên destaneke evînê,meşhur Kürt halk hikayesi,"""Nû"" (yeni) + ""roj"" (gün)",el sanatı ile ilişkilidir,B,'zembîlfiroş' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6866,Çand,ku-kmr,Aşağıdakilerden hangisi 'heftegiyan' ile ilgili temel kavramlardan biridir?,geleneksel yedi tahıllı çorba,sözlü kültür ile ilişkilidir,"Sığınak, özgürlük ve direnişi",kimlik ve bölgesel çeşitlilik,A,'heftegiyan' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_6867,Çand,ku-kmr,Gelişmiş çand teorilerinde 'halk mutfağı' kavramına sıkça başvurulur.,Rast,Şaş,-,-,A,'halk mutfağı' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,true_false,,zankurd_seed_rich_v2
offline_6868,Çand,ku-kmr,Aşağıdakilerden hangisi 'dew û av' kavramının temel niteliğidir?,Mêvanperwerî (misafirperverlik),ayran ve su ikram etme kültürü,Müzik ve ritüel/ezgi geleneği,geleneksel ziyaret ve anma günü,B,'dew û av' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6869,Çand,ku-kmr,Kürdistan/Kürt çalışmaları çerçevesinde 'fistan' ne şekilde yorumlanır?,Dinî önder/yol gösterici,Etnik ve dilsel topluluk,"""Nû"" (yeni) + ""roj"" (gün)",geleneksel kadın giysisi,D,'fistan' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_6870,Çand,ku-kmr,Aşağıdakilerden hangisi 'şabaş' kavramının temel niteliğidir?,müzisyenlere bahşiş atma geleneği,düğün ve kutlama ile ilişkilidir,kültürel sembol ve renk hafızası,koç katımı ve hayvancılık şenliği,A,'şabaş' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_6871,Çand,ku-kmr,'Govendên herêmî' kavramı tarihsel süreçte çand gelişimine katkı sağlamıştır.,Rast,Şaş,-,-,A,'govendên herêmî' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_6872,Çand,ku-kmr,Çand bağlamında 'şabaş' sadece teknik veya önemsiz bir detaydır.,Rast,Şaş,-,-,B,'şabaş' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_6873,Çand,ku-kmr,'Çand' alanı yalnızca 'tûrik' dışındaki konuları inceler.,Rast,Şaş,-,-,B,'tûrik' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,1,true,true_false,,zankurd_seed_rich_v2
offline_6874,Çand,ku-kmr,'Çand' çerçevesinde 'şevbêrk' ne amaçla ele alınır?,İç harçla doldurulan sebze veya yaprak yemeği,kış gecelerinde yapılan sohbet toplantıları,"Renkli, katmanlı uzun elbiseler (kras)","Acıyı, kaybı ve toplumsal hafızayı aktarmak",B,'şevbêrk' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_6875,Çand,ku-kmr,'Sêpê' teriminin çand alanı dışındaki bilimlerde kullanımı çok daha yaygındır.,Rast,Şaş,-,-,B,'sêpê' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_6876,Çand,ku-kmr,Aşağıdaki seçeneklerden hangisi 'masal anlatımı' kavramını tanımlar?,göçer yaşam tarzı ve dans ritmi,kuşaktan kuşağa aktarılan anlatı,gündelik kültür ile ilişkilidir,siyah keçi kılından yapılan çadır,B,'masal anlatımı' kavramı hakkında çand bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
