candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,translation_status,editorial_status
opentdb_remaining_0278,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,Carcassonne is based on which French town?,Carcassonne,Paris,Marseille,Clermont-Ferrand,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0279,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,"When was the board game Twister, released to the public?",April 1966,September 1965,January 1969,February 1966,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0280,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,How many pieces are there on the board at the start of a game of chess?,32,16,20,36,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0281,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,"In ""Magic: The Gathering"", what instant card has the highest converted mana cost?",Blinkmoth Infusion,Vitalizing Wind, Chant of Vitu-Ghazi,Assert Authority,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0282,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"In Magic: The Gathering, what term for blocking was established in the Portal set?",Intercepting,Blocking,Resisting,Shielding,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0283,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,"On a standard Monopoly board, which square is diagonally opposite 'Go'? ",Free Parking,Go to Jail,Jail,The Electric Company,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0284,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"In Magic: The Gathering, which of the following was the first publicly released foil card?",Lightning Dragon,Revenant,Beast of Burden,Dirtcowl Wurm,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0285,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,Europa Universalis is a strategy video game based on which French board game?,Europa Universalis,Europe and the Universe,Europa!,Power in Europe,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0286,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,The Dice Tower network of board game podcasts and videos is run by which individual?,Tom Vasel,Jason LeVine,Borth Sampson,Uncle Pennybags,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0287,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,"In the Board Game, Settlers of Catan, a die roll of what number causes the Robber to attack? ",7,3,10,1,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0288,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,In what year was the card game Magic: the Gathering first introduced?,1993,1987,1998,2003,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0289,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"When Magic: The Gathering was first solicited, which of the following was it originally titled?",Mana Clash,Magic,Magic Clash,Mana Duels,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0290,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,"In poker, ""EV"" means what?",Expected Value,Equity Value,Equivalent Variation,Equity Variation,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0291,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,Which of the following characters is not in the board game Clue?,Mister Indigo,Colonel Mustard,Reverend Green,Miss Scarlet,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0292,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"The board game ""Ra"" was designed by which designer? ",Reiner Knizia,Bruno Cathala,Uwe Rosenburg,Allison Kline,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0293,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,What is the sum of all the tiles in a standard box of Scrabble?,187,207,197,177,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0294,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"What was the development code name for the ""Weatherlight"" expansion for ""Magic: The Gathering"", released in 1997?",Mocha Latte,Decaf,Frappuccino,Macchiato,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0295,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,What happens when you roll 3 doubles in a row in Monopoly?,Go to jail,Get paid $200,Pay $200,Move to Free Parking,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0296,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,"In Yu-Gi-Oh, how does a player perform an Xyz Summon?",Overlay at least 2 Monsters of the Same Level,Activate a Spell and Send Monsters to the Graveyard,Add the Monsters' Levels Together to Match the Xyz Monster,Banish A Number of Monsters From Your Hand And Deck,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0297,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,Which of the following is NOT a class in Dungeons and Dragons 5e?,Engineer ,Fighter ,Paladin ,Bard,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0298,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,How many points is the Z tile worth in Scrabble?,10,8,5,6,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0299,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,What Magic: The Gathering card's flavor text is just 'Ribbit.'?,Turn to Frog,Spore Frog,Bloated Toad,Frogmite,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0300,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,"In chess, which is a characteristic of the King's Gambit?",Sacrificing a pawn,Sacrificing the king for a queen,Castling kingside,Moving the king on the 2nd move,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0301,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"In Magic: The Gathering, what card's flavor text is ""Catch!""?",Lava Axe,Stone-Throwing Devils,Ember Shot,Throwing Knife,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0302,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,"The board game, Nightmare was released in what year?",1991,1992,1989,1995,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0303,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,How many dots are on a single die?,21,24,15,18,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0304,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"Which of these cards from ""Magic: The Gathering"" has a flavor text that begins with ""Oi oi oi""?",Uthden Troll,Lotleth Troll,Albino Troll,Harvester Troll,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0305,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,What is the world's oldest board game?,Senet,Chess,Checkers,Go,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0306,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"Which ability from the ""Magic: The Gathering"" Scars of Mirrodin expansion involves having at least three artifacts in play?",Metalcraft,Affinity,Imprint,Living Weapon,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0307,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,Who was world chess champion between 1894 and 1921,Emanuel Lasker,José Raúl Capablanca,Wilhelm Steinitz,Bobby Fischer,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0308,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,Which of the following is not a color of mana in Magic: The Gathering?,Yellow,White,Green,Blue,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0309,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"On a standard Monopoly board, how much do you have to pay for Tennessee Ave?",$180,$200,$160,$220,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0310,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,What do you declare in Rīchi Mahjong when you've drawn your winning tile?,Tsumo,Ron,Rīchi,Kan,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0311,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,What is the most challenging monster in the Dungeons & Dragons 5th Edition Monster Manual?,Tarrasque,Beholder,Displacer Beast,Lich,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0312,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,Which one of these is not a real game in the Dungeons & Dragons series?,Extreme Dungeons & Dragons,Advanced Dungeons & Dragons,Dungeons & Dragons 3.5th edition,Advanced Dungeons & Dragons 2nd edition,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0313,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,Who was the first official world chess champion?,Wilhelm Steinitz,José Raúl Capablanca,Emanuel Lasker,Bobby Fischer,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0314,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,About how many Slinkys were sold in their first 60 years (from 1945 to 2005)?,300 Million,100 Million,450 Million,1 Billion,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0315,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"How many rooms are there, not including the hallways and the set of stairs, in the board game ""Clue""?",9,1,6,10,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0316,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"Some of the ""Fallen Empires"" cards from ""Magic: The Gathering"" were misprinted on the backs of which other card game?",Wyvern,Pokemon,Dominion,Yu-Gi-Oh,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0317,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,What special item did the creators of Cards Against Humanity ship for their Black Friday pack?,Bull Feces,A Card Expansion,A Racist Toy,Cat Urine,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0318,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"In Magic: The Gathering, what was a tribute card to Jamie Wakefield's late wife Marilyn, who loved horses?",Timbermare,Loyal Pegasus,Vryn Wingmare,Sungrace Pegasus,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0319,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"Which card is on the cover of the Beta rulebook of ""Magic: The Gathering""?",Bog Wraith,Island,Rock Hydra,Elvish Archers,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0320,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,How many dice are used in the game of Yahtzee?,Five,Four,Six,Eight,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0321,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,"In board games, an additional or ammended rule that applies to a certain group or place is informally known as a ""what"" rule?",House,Custom,Extra,Change,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0322,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,The board game Monopoly takes its street names from which real American city?,"Atlantic City, New Jersey","Las Vegas, Nevada","Duluth, Minnesota","Charleston, South Carolina",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0323,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,medium,Who is the main character in the VHS tape included in the board game Nightmare?,The Gatekeeper,The Kryptkeeper,The Monster,The Nightmare,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0324,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,easy,"In a standard game of Monopoly, what colour are the two cheapest properties?",Brown,Green,Yellow,Blue,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0325,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Board Games,hard,"The board game ""Monopoly"" is a variation of what board game?",The Landlord's Game,Territorial Dispute,Property Feud,The Monopolist's Game,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0326,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,"The Electron computer was released in Britain during 1983 for the home computing market, by which company? ",Acorn Computers,Sinclair Research,Amstrad PLC,Commodore Business Machines,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0327,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,What is the commonly used keyboard shortcut for the 'Copy' function on Windows OS?,Ctrl + C,Ctrl + X,Alt + C,Alt + X,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0328,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,hard,What internet protocol was documented in RFC 1459?,IRC,HTTP,HTTPS,FTP,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0329,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,"When Gmail first launched, how much storage did it provide for your email?",1GB,512MB,5GB,Unlimited,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0330,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,medium,Which coding language was the #1 programming language in terms of usage on GitHub in 2015?,JavaScript,C#,Python,PHP,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0331,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,hard,What was the name of the security vulnerability found in Bash in 2014?,Shellshock,Heartbleed,Bashbug,Stagefright,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0332,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,medium,Whistler was the codename of this Microsoft Operating System.,Windows XP,Windows 2000,Windows 7,Windows 95,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0333,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,What does the term USB stand for?,Universal Serial Bus,Universal Simtex Blot,Unified Signal Bus,Unityped Semtex Backer,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0334,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,hard,The internet domain .fm is the country-code top-level domain for which Pacific Ocean island nation?,Micronesia,Fiji,Tuvalu,Marshall Islands,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0335,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,The Windows OS was delevoped by which company?,Microsoft,Apple,Nokia,IBM,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0336,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,hard,What is the name given to layer 4 of the Open Systems Interconnection (ISO) model?,Transport,Session,Data link,Network,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0337,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,hard,America Online (AOL) started out as which of these online service providers?,Quantum Link,CompuServe,Prodigy,GEnie,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0338,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,hard,What is the codename of the eighth generation Intel Core micro-architecture launched in October 2017?,Coffee Lake,Sandy Bridge,Skylake,Broadwell,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0339,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,What programming language was GitHub written in?,Ruby,JavaScript,Python,Lua,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0340,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,medium,"The computer OEM manufacturer Clevo, known for its Sager notebook line, is based in which country?",Taiwan,United States,Germany,China (People's Republic of),A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0341,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,If you were to code software in this language you'd only be able to type 0's and 1's.,Binary,JavaScript,C++,Python,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0342,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,Which computer hardware device provides an interface for all other connected devices to communicate?,Motherboard,Central Processing Unit,Hard Disk Drive,Random Access Memory,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0343,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,How many kilobytes in one gigabyte (in decimal)?,1000000,1024,1000,1048576,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0344,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,medium,Moore's law originally stated that the number of transistors on a microprocessor chip would double every...,Year,Four Years,Two Years,Eight Years,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0345,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,medium,Which programming language was developed by Sun Microsystems in 1995?,Java,Python,Solaris OS,C++,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0346,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,This mobile OS held the largest market share in 2012.,iOS,Android,BlackBerry,Symbian,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0347,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,hard,"Who invented the ""Spanning Tree Protocol""?",Radia Perlman,Paul Vixie,Vint Cerf,Michael Roberts,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0348,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,hard,Which kind of algorithm is Ron Rivest not famous for creating?,Secret sharing scheme,Hashing algorithm,Asymmetric encryption,Stream cipher,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0349,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,medium,What was the name of the image that features as the default background wallpaper for Windows XP?,Bliss,Azul,Red moon desert,Tulips,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0350,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,hard,How many Hz does the video standard PAL support?,50,59,60,25,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0351,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,medium,What does AD stand for in relation to Windows Operating Systems? ,Active Directory,Alternative Drive,Automated Database,Active Department,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0352,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,easy,HTML is what type of language?,Markup Language,Macro Language,Programming Language,Scripting Language,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0353,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,hard,CMOS is tech used for constructing integrated circuits. What does CMOS stand for?,Complementary metal–oxide–semiconductor,Complementary magnetic-ohms-semiconductor,Computer-made operating system,Computer-made oscillating static,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0354,Open Trivia Database API,CC BY-SA 4.0,Science: Computers,medium,"In CSS, which of these values CANNOT be used with the ""position"" property?",center,static,absolute,relative,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
