id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_title,source_url,publication_status,quality_note
movement8_0008,Çand,ku-kmr,"Di lîsteya Jineolojî Dergisî de, kîjan dosya li ser têkiliya başî û estetîkê di jiyana civakî de raweste?",Etîk-estetîk I û II.,Tenê demografî.,Tenê Rojhilat û Bakur.,Tenê izolasyon û girtin.,A,"Lîsteya kovarê du dosyayên etîk-estetîk dide nîşandan ku li ser başî, xweşî, ziman, kirin û teorî rawestin.",3,Jineolojî Magazine at 10 Years Old,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0009,Siyaset,ku-kmr,"The Sociology of Freedom li gorî danasîna weşangerê, beşa kîjan berhemê ye?",Cildê sêyem ê Manifestoya Şaristaniya Demokratîk.,Cildê yekem ê ferhengoka Hawarê.,Pêveka wêneyî ya Ronahî.,Cildê duyem ê pirtûka Women in the Kurdish Movement.,A,Independent Publishers Group The Sociology of Freedom wekî cildê sêyem ê berhema pênc-cildî ya Manifestoya Şaristaniya Demokratîk dide naskirin.,3,The Sociology of Freedom – Independent Publishers Group,https://www.ipgbook.com/the-sociology-of-freedom-products-9781629637105.php,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0010,Siyaset,ku-kmr,"Di sernavê pirtûka The Political Thought of Abdullah Öcalan de, «konfederalîzma demokratîk» bi kîjan mijaran re tê danîn?",Bi Kurdistan û şoreşa jinê re.,Bi Hawar û Ronahî re.,Bi geologyaya Zagrosê re.,Bi ferhengoka Nûbihara Biçûkan re.,A,"Sernavê pirtûkê Kurdistan, şoreşa jinê û konfederalîzma demokratîk bi hev re dide nîşandan.",3,The Political Thought of Abdullah Öcalan – Pluto Press,https://www.plutobooks.com/product/the-political-thought-of-abdullah-ocalan/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0011,Paradigma,ku-kmr,"Di danasîna The Sociology of Freedom de, kîjan qadên fikirê wekî mijarên sereke tên lîstekirin?","Hebûn û azadî, xweza û felsefe, anarsîzm û ekolojî.",Tenê alfabeya Hawarê û dîroka Ronahî.,Tenê muzîka dengbêjî û govend.,Tenê aboriya bazirganiyê û nivîsandina ferhengê.,A,"Danasîna weşangerê mijarên hebûn û azadî, xweza û felsefe, anarsîzm û ekolojî wekî qadên fikirê dide naskirin.",3,The Sociology of Freedom – Independent Publishers Group,https://www.ipgbook.com/the-sociology-of-freedom-products-9781629637105.php,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0012,Paradigma,ku-kmr,"Li gorî lêkolîna Cambridge, Jineolojî di nav çi pêvajoyê de tê dîtin?",Di pêvajoya hilberîna zanîna femînîst û avakirina civakeke wekhev de.,Di pêvajoya rakirina zanînê ji civakê de.,Di pêvajoya dabeşkirina alfabeyan de.,Di pêvajoya tenê parastina arşîvan de.,A,Lêkolîna Cambridge Jineolojî bi hilberîna zanîna femînîst û hewildana avakirina civakeke wekhev re têkildar dike.,3,Beyond Feminism? Jineolojî – Cambridge Core,https://www.cambridge.org/core/journals/politics-and-gender/article/beyond-feminism-jineoloji-and-the-kurdish-womens-freedom-movement/540F612294D931881942FA74EB5F7C61,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
general1_0001,Ziman,ku-kmr,Kîjan rêza zimanên fermî yên Neteweyên Yekbûyî rast e?,"Erebî, Çînî, Îngilîzî, Fransî, Rûsî û Spanî.","Kurmancî, Soranî, Zazakî, Erebî, Îngilîzî û Fransî.","Latînî, Yewnanî, Farsî, Erebî, Rûsî û Çînî.","Îngilîzî, Almanî, Îtalî, Spanî, Japonî û Hindî.",A,"Li gorî malpera Neteweyên Yekbûyî, şeş zimanên fermî Erebî, Çînî, Îngilîzî, Fransî, Rûsî û Spanî ne.",1,Official Languages – United Nations,https://www.un.org/en/our-work/official-languages,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0002,Ziman,ku-kmr,"Li gorî UNESCO, ziman di kevneşopiyên devkî de kîjan erkê girîng dike?","Wekî amûrekî veguhastina zanîn, nirxên civakî û bîranîna komî.",Wekî amûrekî ku çîrokên devkî ji civakê cuda dike.,Wekî şertê ku hemû çîrok tenê bi nivîsê werin vegotin.,Wekî navê yekîneyeke siyasî ya navneteweyî.,A,"UNESCO dibêje kevneşopiyên devkî û ziman zanîn, nirxên civakî û bîranîna komî ji nifşekê bo nifşekî din digihînin.",2,Oral Traditions and Expressions – UNESCO,https://ich.unesco.org/en/oral-traditions-and-expressions-00053,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0003,Dîrok,ku-kmr,"Di Şoreşa Fransayê de, Danezana Mafên Mirov û Welatiyê di kîjan salê de hate pejirandin?",1789an.,1804an.,1917an.,1945an.,A,Danezana Mafên Mirov û Welatiyê di çarçoveya Şoreşa Fransayê de di sala 1789an de hate pejirandin.,2,French Revolution – Encyclopaedia Britannica,https://www.britannica.com/event/French-Revolution,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0004,Dîrok,ku-kmr,Şoreşa Haîtî çi wekî encameke dîrokî girîng dide nîşandan?,Serhildana bi ser ketî ya koleyan li dijî serdestîya kolonyalî ya Fransayê û damezrandina Haîtî ya serbixwe di 1804an de.,Girtina Stenbolê ji aliyê Fransayê ve di 1789an de.,Damezrandina Neteweyên Yekbûyî di 1945an de.,Guherîna alfabeya Hawarê di 1932an de.,A,Şoreşa Haîtî ji 1791 heta 1804 dom kir û bi serketina serhildana koleyan û serxwebûna Haîtî re encam da.,3,Haitian Revolution – Encyclopaedia Britannica,https://www.britannica.com/event/Haitian-Revolution,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0005,Dîrok,ku-kmr,Meşa Xwê ya Gandhi di sala 1930an de li dijî kîjan polîtîkayê bû?,Li dijî monopola û bacê xwê ya hukûmeta Brîtanyayê li Hindistanê.,Li dijî qedexeya zimanên herêmî ya UNESCO.,Li dijî avakirina Neteweyên Yekbûyî.,Li dijî weşandina kovara Hawarê.,A,Meşa Xwê çalakiyeke ne-şîddetî ya neobedîya medenî bû ku monopola xwê û bacê ya Brîtanyayê li Hindistanê dike hedef.,2,Gandhi’s Salt March – TIME,https://time.com/3741458/influential-protests/,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0006,Dîrok,ku-kmr,"Di tevgera serxwebûna Hindistanê de, «neobedîya medenî» bi kîjan awayî tê fêmkirin?","Bi redkirina çalak a qanûnên adaletsiz û bi protestoya civakî, bi girîngiya rêbaza ne-şîddetî di hin qonaxan de.",Bi qebûlkirina bê şert a hemû qanûnên kolonyalî.,Bi rakirina hemû çalakiyên civakî ji tevgerê.,Bi tenê bi weşandina pirtûkên edebî.,A,Di çalakiyên serxwebûna Hindistanê de neobedîya medenî redkirina çalak a qanûnên kolonyalî bû; rêbaza ne-şîddetî di gelek qonaxan de girîng bû.,3,Indian Independence Movement – historical overview,https://en.wikipedia.org/wiki/Indian_independence_movement,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0007,Cografya,ku-kmr,Haîtî li ser kîjan giravê ye?,"Li ser girava Hispaniola, di Karayîbê de.","Li ser girava Sicilia, di Deryaya Spî de.","Li ser girava Java, di Asyayê de.","Li ser girava Sakhalin, di Okyanûsa Pasîfîk de.",A,Haîtî li beşa rojavayî ya girava Hispaniola ya li Karayîbê ye; beşa rojhilatê giravê Komara Domînîkanê ye.,2,Haiti – Encyclopaedia Britannica,https://www.britannica.com/place/Haiti,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0008,Cografya,ku-kmr,"Di çarçoveya UNESCO de, çima kevneşopiyên komên cuda bi heman navê «mirasê devkî» dikarin bên dîtin?","Ji ber ku mirasê devkî dikare di nav komên cuda de were parvekirin, were adaptekirin û bi nifşan re biguhere.",Ji ber ku UNESCO tenê mirasa yek welatê qebûl dike.,Ji ber ku kevneşopî divê her tim heman formê biparêze.,Ji ber ku mirasê devkî tenê li bajarên mezin heye.,A,UNESCO mirasa bê-maddî wekî tiştekî dinamik û berfireh dide pênasekirin ku dikare di nav komên cuda de were parvekirin û biguhere.,2,What is Intangible Cultural Heritage? – UNESCO,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0009,Çand,ku-kmr,"Li gorî UNESCO, kîjan yek ji qadên mirasa bê-maddî ye?",Kevneşopiyên devkî û hunerên performansê.,Tenê avahiyên kevirî yên kevn.,Tenê arşîvên dewletê.,Tenê pere û amûrên bazirganiyê.,A,"UNESCO di nav qadên mirasa bê-maddî de kevneşopiyên devkî, hunerên performansê, pratîkên civakî, zanînên li ser xwezayê û hunera destkariyê dide hejmartin.",2,Intangible Heritage Domains – UNESCO,https://ich.unesco.org/en/intangible-heritage-domains-00052,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0010,Çand,ku-kmr,"Li gorî UNESCO, çi taybetmendî mirasa bê-maddî ji miraseke tenê muze-yê cuda dike?","Ew di jiyanê de tê domandin, diguhere û ji nifşekê bo nifşekî din tê veguhastin.",Ew divê her tim bê guherîn bimîne.,Ew tenê li ser dîroka padîşahan raweste.,Ew tenê bi tiştên maddî tê pênasekirin.,A,UNESCO mirasa bê-maddî wekî miraseke zindî dide pênasekirin ku di veguhastinê de diguhere û di jiyana rojane ya koman de wate digire.,3,Frequently Asked Questions – UNESCO Intangible Heritage,https://ich.unesco.org/en/faq-01058,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0011,Muzîk,ku-kmr,"Li gorî UNESCO, stran û helbestên destanî di kîjan qadê de dikarin cih bigirin?",Di kevneşopiyên devkî û hunerên performansê de.,Tenê di arşîvên siyasî de.,Tenê di qadên geologyayê de.,Tenê di ferhengên aborî de.,A,"UNESCO di nav kevneşopiyên devkî de stran, helbestên destanî, çîrok, lavik û performansên devkî dide nîşandan.",2,Oral Traditions and Expressions – UNESCO,https://ich.unesco.org/en/oral-traditions-and-expressions-00053,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0012,Muzîk,ku-kmr,"Di mirasa bê-maddî de, çima performansa stranekê tenê bi nivîsa wê nayê pîvan?","Ji ber ku deng, awayê gotinê, hereket, têkiliya hunermend û temaşevanan jî beşên performansê ne.",Ji ber ku nivîs û deng di hemû çandan de heman tişt in.,Ji ber ku stran divê bê temaşevan bê pêşkêşkirin.,Ji ber ku UNESCO hunerên performansê qebûl nake.,A,"UNESCO balê dikişîne ser pêvajoya performansê û dibêje ku deng, intonasyon, hereket û têkiliya performêr û temaşevanan dikarin beşên mirasê bin.",3,Oral Traditions and Expressions – UNESCO,https://ich.unesco.org/en/oral-traditions-and-expressions-00053,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0013,Siyaset,ku-kmr,"Di rêxistina Neteweyên Yekbûyî de, zimanpirrî çi armancê alîkar dike?",Beşdarbûna wekhev û têgihiştina zelal di nav dewletên cuda de.,Kêmkirina hewcedariya wergerê bi rakirina zimanên din.,Hilbijartina yek ziman wekî zimanê hemû gelan.,Qedexekirina axaftina zimanên nefermî.,A,"Neteweyên Yekbûyî dibêje zimanpirrî têgihiştin, tolerans û beşdarbûna dewletên endam di karê rêxistinê de zêde dike.",2,Multilingualism – United Nations,https://www.un.org/sg/en/multilingualism/index.shtml,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0014,Siyaset,ku-kmr,"Di danezanê mafên mirovan a Şoreşa Fransayê de, kîjan têgeh bi taybetî tê pêşxistin?",Azadî û wekheviya mafan.,Serweriya kolonyalî û dabeşkirina nijadî.,Qanûna monopola xwê.,Rakirina zimanpirrî ji rêxistinên navneteweyî.,A,Danezana 1789an maf û azadiyê di nav têgehên bingehîn ên xwe de dixe pêş; ew nivîs di dîroka mafên mirovan de girîng e.,3,French Revolution – Encyclopaedia Britannica,https://www.britannica.com/event/French-Revolution,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0015,Paradigma,ku-kmr,Çima divê Şoreşa Haîtî tenê wekî şerê serxwebûnê neyê xwendin?,"Ji ber ku ew bi li dijî kolederiyê, serdestîya kolonyalî û mafên mirovan re jî têkildar bû.",Ji ber ku ew qet bi ser neket.,Ji ber ku ew tenê guhertina alfabeyê bû.,Ji ber ku ew tenê tevgera hunerî bû.,A,Şoreşa Haîtî hem li dijî serdestîya kolonyalî hem li dijî kolederiyê bû; ji ber vê yekê tenê bi serxwebûnê sînordar kirina wê kêm e.,3,Haitian Revolution – Encyclopaedia Britannica,https://www.britannica.com/event/Haitian-Revolution,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0016,Paradigma,ku-kmr,"Di xwendina tevgerên gelan de, çima divê rêbaz û şertên her tevgerê ji hev bên veqetandin?","Ji ber ku dîrok, şertên civakî, armanc û rêbazên wan dikarin cuda bin.",Ji ber ku hemû tevgerên gelan heman encam û heman rêbaz hene.,Ji ber ku şertên herêmî di dîrokê de qet bandor nakin.,Ji ber ku tenê navê rêberê tevgerê dikare hemû tişt rave bike.,A,"Lêkolîna tevgerên gelan divê şertên dîrokî, armanc, rêbaz û dengên komên cuda li ber çavan bigire; yek model ji bo hemû tevgeran kêm e.",3,Comparative framing based on UNESCO and UN context,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0001,Ziman,ku-kmr,"Li gorî UNESCO, Dekada Navneteweyî ya Zimanên Gelên Xwecihî kîjan salan dihewîne?",2022–2032.,2003–2013.,1932–1942.,2010–2020.,A,UNESCO dibêje ku Neteweyên Yekbûyî Dekada Navneteweyî ya Zimanên Gelên Xwecihî ji 2022 heta 2032an ragihandiye.,2,Multilingualism and Linguistic Diversity – UNESCO,https://www.unesco.org/en/multilingualism-linguistic-diversity?hub=67103,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0002,Ziman,ku-kmr,"Li gorî UNESCO, «Universal Acceptance» di cîhê dîjîtal de çi armancê dike?","Navên domain û navnîşanên e-nameyê bi her ziman, nivîs û karakterî re bixebitin.",Tenê navnîşanên bi alfabeya latînî qebûl bike.,Hemû zimanên kêm-bikarhatî ji internetê dûr bixe.,Tenê yek ziman ji bo hemû platforman hilbijêre.,A,UNESCO Universal Acceptance wekî prensîbek ji bo jîngeheke dîjîtal a zimanpirr dide naskirin ku domain û e-name bi her ziman û nivîsê re bixebitin.,3,Multilingualism and Linguistic Diversity – UNESCO,https://www.unesco.org/en/multilingualism-linguistic-diversity?hub=67103,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0003,Dîrok,ku-kmr,Şoreşa Meksîkayê bi gelemperî di kîjan salê de dest pê kir?,1910an.,1789an.,1804an.,1947an.,A,Şoreşa Meksîkayê di sala 1910an de dest pê kir û ji bo salên dirêj guhertinên siyasî û civakî li pey xwe anîn.,2,Mexican Revolution – Encyclopaedia Britannica,https://www.britannica.com/event/Mexican-Revolution,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0004,Dîrok,ku-kmr,"Di dîroka Afrîkaya Başûr de, hilbijartina 1994an çima girîng bû?",Ji ber ku hilbijartina neteweyî ya yekem a bi beşdarbûna hemû nijadên sereke re bû û destpêka demokrasiyeke nû bû.,Ji ber ku wê yekem car apartheid ava kir.,Ji ber ku wê Rêya Îpekê ji nû ve vekir.,Ji ber ku wê zimanên fermî ji nav birin.,A,Hilbijartina 1994an di Afrîkaya Başûr de di qonaxa derketina ji apartheidê û avakirina rêveberiyeke demokratîk de bû.,3,South Africa – Encyclopaedia Britannica,https://www.britannica.com/place/South-Africa/From-apartheid-to-democracy,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0005,Dîrok,ku-kmr,Rêya Îpekê çi bû?,"Toreke rê û bazirganiyê ku herêmên Asyayê, Rojhilatê Navîn û Ewropa bi hev ve girê dida.",Tenê yek rêya asfaltî ya di nav Çînê de.,Tenê rêya deryayî ya di nav Okyanûsa Atlantîkê de.,Tenê navê kovareke dîrokî ya li Şamê.,A,"Rêya Îpekê navê toreke rê û têkiliyên bazirganiyê ye ku di navbera herêmên Asyayê, Rojhilatê Navîn û Ewropayê de danûstandin hêsan dikir.",2,Silk Road – Encyclopaedia Britannica,https://www.britannica.com/topic/Silk-Road-trade-route,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0006,Dîrok,ku-kmr,Apartheid di dîroka Afrîkaya Başûr de bi kîjan awayî tê pênasekirin?,Pergaleke cudakirina nijadî û siyasî ya ku mafên piraniya gelê sînordar dikir.,Rêbazeke parastina mirasa bê-maddî ya UNESCO.,Cureyekî perwerdehiya zimanpirr.,Toreke bazirganiyê ya di navbera Asya û Ewropayê de.,A,Apartheid pergaleke cudakirina nijadî û siyasî bû ku di Afrîkaya Başûr de maf û beşdarbûna piraniya gelê sînordar dikir.,3,South Africa – Encyclopaedia Britannica,https://www.britannica.com/place/South-Africa/From-apartheid-to-democracy,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0007,Cografya,ku-kmr,"Li gorî UNESCO, peyva «peyzaja çandî» çi têkiliyê di navbera mirovan û xwezayê de nîşan dide?",Têkiliyeke dîrokî û domdar ku mirov û civak bi hawirdorê re ava kiriye.,Têkiliyeke ku mirov ji xwezayê bi tevahî cuda dike.,Tenê nexşeyeke avahiyên bajarî bê hawirdor.,Tenê qadeke ku qet ji aliyê mirovan ve nehatiye bikaranîn.,A,"UNESCO peyzajên çandî wekî encama têkiliya dirêj a mirov, civak û hawirdorê dide pênasekirin.",2,Cultural Landscapes – UNESCO World Heritage Centre,https://whc.unesco.org/en/culturallandscape,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
